          Dimensions           Particles         Metro-steps               Omega          StepLength                 WF1                 WF2              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling          Analytical
                   3                  10               32768             1.00000             1.85000             0.70000             1.00000            15.90602             1.25520             1.57553                5626             0.17169                   0                   1
                   3                  10               32768             1.00000             1.85000             0.80000             1.00000            16.98265             1.85727             3.44945                4737             0.14456                   0                   1
                   3                  10               32768             1.00000             1.90000             0.20000             1.00000            21.85145             4.15237            17.24218               13848             0.42261                   0                   1
                   3                  10               32768             1.00000             1.90000             0.30000             1.00000            16.99866             2.02244             4.09027               10905             0.33279                   0                   1
                   3                  10               32768             1.00000             1.90000             0.40000             1.00000            15.36133             0.86899             0.75515                8967             0.27365                   0                   1
                   3                  10               32768             1.00000             1.90000             0.60000             1.00000            15.25594             0.67848             0.46033                6351             0.19382                   0                   1
                   3                  10               32768             1.00000             1.90000             0.70000             1.00000            15.99523             1.28951             1.66282                5226             0.15948                   0                   1
                   3                  10               32768             1.00000             1.90000             0.80000             1.00000            16.74384             1.81070             3.27863                4551             0.13889                   0                   1
                   3                  10               32768             1.00000             1.95000             0.20000             1.00000            21.79679             4.02008            16.16104               13478             0.41132                   0                   1
                   3                  10               32768             1.00000             1.95000             0.30000             1.00000            16.93991             2.04677             4.18925               10634             0.32452                   0                   1
